nL,nN,Loss average,Loss std,Acc average,Acc std
2,4,7.903984541743832e-11,4.1674963740310575e-11,2.996881340645453e-06,1.9925384162531998e-07
2,8,3.8975250111644776e-11,2.2751741953703972e-12,3.170858986233382e-06,3.890451972358542e-08
2,16,3.633849225146862e-11,3.1098094965433336e-12,3.251212103668718e-06,5.732958691125442e-08
2,32,3.11491456589513e-11,6.684702054796457e-13,3.2316754477079005e-06,3.7923673284698515e-08
